8854,"If You Leave My World","Michael Learns To Rock"
8857,"If You're Gone","Matchbox Twenty"
8856,"If Your Heart's Not In It","Westlife"
8887,"Imagine","John Lennon"
8888,"In A Gadda Da Vida","Iron Butterfly"
8893,"In The Air Tonight","Phil Collins"
8894,"In The Ghetto","Elvis Presley"
8895,"In The Navy","Village People"
8896,"In Your Eyes","Peter Gabriel"
8897,"Intuition","Jewel"
8898,"Iron Man","Black Sabbath"
8899,"Ironic","Alanis Morissette"
8900,"Is It Okay If I Call You Mine","Paul Mccrane"
8901,"Is There Something I Should Know?","Duran Duran"
8902,"It Ain't Over 'til It's Over","Lenny Kravitz"
8903,"It Must Have Been Love","Roxette"
8904,"It's A Beautiful Morning","The Rascals"
8905,"It's A Sin","Pet Shop Boys"
8906,"It's Beginning To Look A Lot Like Christmas","Bing Crosby"
8907,"It's Going To Take Some Time","Carpenters"
8908,"It's Raining Again","Supertramp"
8909,"It's So Easy","Suzi Quatro"
8910,"It's So Hard To Say Goodbye To Yesterday","Boyz Ii Men"
8911,"It's Still Rock And Roll To Me","Billy Joel"
8912,"It's Time To Cry","Paul Anka"
8913,"It's Too Late","Carole King"
8914,"It's Your Love","Faith Hill & Tim Mcgraw"
8918,"Jamaica Farewell","Harry Belafonte"
8919,"Jambalaya","Carpenters"
8920,"Jamming","Bob Marley & The Wailers"
8921,"Jealous Guy","John Lennon"
8922,"Jet","Paul Mccartney"
8923,"Jimmy Mack","Martha & The Vandellas"
8924,"Jingle Bell Rock","Hilary Duff"
8925,"Jingle Bells","Christmas Carol"
8926,"Joanne","Michael Nesmith"
8927,"Johnny B. Goode","Chuck Berry"
8928,"Joy To The World","Christmas Carol"
8929,"Joyride","Roxette"
8930,"Julia Says","Wet, Wet, Wet"
8931,"July Morning","Uriah Heep"
8932,"Jump","Van Halen"
8933,"Jumpin' Jack Flash","Rolling Stones"
8934,"Just A Gigolo","David Lee Roth"
8935,"Just Another Dream","Cathy Dennis"
8936,"Just For Old Time's Sake","Mcguire Sisters"
8937,"Just Go Away","Blondie"
8938,"Just Like Jesse James","Cher"
8939,"Just Once","James Ingram"
8940,"Just The Way You Are","Billy Joel"
8941,"Just When I Needed You Most","Randy Vanwarmer"
8942,"Keep On Running","Tom Jones"
8943,"Keeping The Love Alive","Air Supply"
8944,"Kicks","Paul Revere & The Raiders"
8945,"Kids In America","Kim Wilde"
8946,"Kids Say The Darndest Things","Tammy Wynette"
8947,"Killer Queen","Queen"
8948,"Killing Me Softly With His Song","Roberta Flack"
8949,"King And Queen Of Hearts","David Pomeranz"
8950,"King Of Pain","Sting"
8951,"Kiss An Angel Good Morning","Charley Pride"
8952,"Kiss And Say Goodbye","Manhattans"
8953,"Kiss The Flame","Jewel"
8954,"Knock Three Times","Tony Orlando & Dawn"
8955,"Knockin' On Heaven's Door","Bob Dylan"
8956,"Kokomo","Beach Boys"
8957,"La Bamba","Los Lobos"
8958,"La Isla Bonita","Madonna"
8959,"La La La Means I Love You","Swing Out Sister"
8960,"Lady","Kenny Rogers"
8961,"Lady In Red","Chris De Burgh"
8962,"Lady Marmalade","Christina Aguilera"
8963,"Lambada","Kaoma"
8964,"Last Christmas","Wham"
8966,"Last Train To London","Electric Light Orchestra"
8967,"Layla","Eric Clapton"
8968,"Le Freak","Chic"
8969,"Lead Me On","Al Green"
8970,"Leader Of The Band","Dan Fogelberg"
8971,"Leader Of The Pack","Shangri-las"
8972,"Lean On Me","Bill Withers"
8973,"Leave The Lights On","Jewel"
8974,"Let It Be","The Beatles"
8975,"Let It Be Me","Everly Brothers"
8976,"Let It Grow","Eric Clapton"
8977,"Let Me Be There","Olivia Newton John"
8979,"Let's Dance","David Bowie"
8980,"Let's Get It On","Marvin Gaye"
8981,"Let's Groove","Earth, Wind & Fire"
8982,"Let's Spend The Night Together","Rolling Stones"
8983,"Let's Twist Again","Chubby Checker"
8984,"Let's Wait A While","Janet Jackson"
8985,"Letter","Box Tops"
8987,"Life In The Fast Lane","Eagles"
8989,"Life Is Cool","Sweetbox"
8991,"Life's Highway","Steve Wariner"
8992,"Light My Fire","Doors"
8996,"Like A Child","Backstreet Boys"
8997,"Like A Virgin","Madonna"
9000,"Lipstick Traces","O' Jays"
9001,"Listen To The Music","Doobie Brothers"
9002,"Listen To What The Man Said","Paul Mccartney"
9003,"Listen To Your Heart","Roxette"
9005,"Little Devil","Neil Sedaka"
9011,"Little Old Lady From Pasadena","Jan & Dean"
9013,"Little Rock","Reba Mcentire"
9015,"Live And Let Die","Guns N' Roses"
9016,"Live And Let Die","Paul Mccartney"
9017,"Live To Tell","Madonna"
9018,"Livin' La Vida Loca","Ricky Martin"
9019,"Livin' On A Prayer","Bon Jovi"
9020,"Living In The Past","Jethro Tull"
9021,"Living Together Growing Together","5th Dimension"
9024,"Lodi","C. C. R."
9026,"Lonely Boy","Paul Anka"
9027,"Lonely Nights","Mickey Gilly"
9029,"Long Long Time","Linda Ronstadt"
9030,"Long Neck Bottle","Garth Brooks"
9031,"Longer","Dan Fogelberg"
9033,"Look Who's Dancin'","Ziggy Marley & The Melody Makers"
9034,"Looking Out My Back Door","C. C. R."
9035,"Looking Through The Eyes Of Love","Gene Pitney"
9036,"Looking Through The Eyes Of Love","Melissa Manchester"
9037,"Looks Like We Made It","Barry Manilow"
9039,"Lost In Love","Air Supply"
9040,"Lost In Your Eyes","Debbie Gibson"
9041,"Lost Without Your Love","Bread"
9043,"Love","John Lennon"
9044,"Love","Nat King Cole"
9046,"Love Can Move Mountains","Celine Dion"
9048,"Love Hurts","Nazareth"
9050,"Love Is A Many Splendored Thing","Andy Williams"
9051,"Love Is A Wonderful Thing","Michael Bolton"
9052,"Love Is Love","Culture Club"
9053,"Love Is The Air","John Paul Young"
9054,"Love Me","Elvis Presley"
9055,"Love Me Do","The Beatles"
9056,"Love Me For A Reason","Boyzone"
9057,"Love Me Like A Man","Diana Krall"
9059,"Love Of My Life","Queen"
9060,"Love On A Rooftop","Cher"
9061,"Love On The Rocks","Neil Diamond"
9062,"Love Story","Andy Williams"
9063,"Love Train","O' Jays"
9064,"Love Will Keep Us Alive","Eagles"
9065,"Love Will Lead You Back","Taylor Dayne"
9066,"Love Will Never Do (without You)","Janet Jackson"
9067,"Love Will Never Lie","Michael Learns To Rock"
9069,"Love's Lines, Angles And Rhymes","5th Dimension"
9068,"Lover Girl","Teena Marie"
9073,"Lovesick","Tlc"
9074,"Lovesick Blues","Hank Williams"
9075,"Lovin' Touchin' Squeezin'","Journey"
9077,"Lucretia Mac Evil","Blood, Sweat & Tears"
9080,"Lullaby","Shawn Mullins"
9084,"Macarena","Los Del Rio"
9085,"Macho Man","Village People"
9086,"Made In Heaven","Queen"
9091,"Make It With You","Bread"
9092,"Making Love Out Of Nothing At All","Air Supply"
9093,"Mamas Don't Let Your Babies","Willie Nelson"
9094,"Mambo No. 5 (a Little Bit Of...)","Lou Bega"
9095,"Man In The Mirror","Michael Jackson"
9096,"Man On The Corner","Genesis"
9103,"Mary Was An Only Child","Art Garfunkel"
9104,"Material Girl","Madonna"
9105,"Me And Bobby Mcgee","Janis Joplin"
9106,"Me And Mrs. Jones","Billy Paul"
9107,"Memory","Barbra Streisand"
9108,"Mercy Mercy Me","Marvin Gaye"
9109,"Merry Christmas Darling","Carpenters"
9110,"Message In A Bottle","Police"
9111,"Metal Gods","Judas Priest"
9112,"Mexican Girl","Smokie"
9113,"Michael","The Highwaymen"
9114,"Michelle","The Beatles"
9115,"Midnight Angel","Barbara Mandrell"
9116,"Midnight Blue","Electric Light Orchestra"
9117,"Midnight Confession","The Grass Roots"
9118,"Mind Games","John Lennon"
9119,"Mockin' Bird Hill","Patti Page"
9120,"Mockingbird","James Taylor & Carly Simon"
9121,"Money For Nothing","Dire Straits"
9122,"Mony Mony","Billy Idol"
9123,"Moody Blue","Elvis Presley"
9124,"Moonlight Serenade","Frank Sinatra"
9125,"More","Frank Sinatra"
9126,"More Love","Kim Carnes"
9127,"More Than A Feeling","Boston"
9128,"More Than A Woman","Bee Gees"
9129,"More Than I Can Say","Leo Sayer"
9130,"More Than This","Roxy Music"
9131,"More Than Words","Extreme"
9132,"More Today Than Yesterday","Spiral Staircase"
9133,"Morning Has Broken","Cat Stevens"
9134,"Mother-in-law","Ernie K-doe"
9135,"Movin' Out (anthony's Song)","Billy Joel"
9136,"Moving On Up","M. People"
9137,"Mr. Jones","Counting Crows"
9138,"Mr. Lonely","Bobby Vinton"
9139,"Mr. Postman","Carpenters"
9140,"Mrs. Robinson","Simon & Garfunkel"
9141,"Ms. Jackson","Outkast"
9142,"Mud On The Tires","Brad Paisley"
9143,"Music Of My Heart","Gloria Estefan"
9144,"Mustang Sally","Wilson Pickett"
9145,"My Boo","Ghost Town Dj's"
9146,"My Boyfriend's Back","Angels"
9147,"My Destiny","Lionel Richie"
9148,"My Eyes Adored You","Franky Vally"
9150,"My Funny Valentine","Chris Connors"
9151,"My Girl","Phil Collins"
9152,"My Heart Will Go On","Celine Dion"
9154,"My Immortal","Evanescence"
9155,"My Kind Of Girl","Matt Monro"
9157,"My Life","Billy Joel"
9159,"My Love","Paul Mccartney"
9163,"My Name Is","Eminem"
9164,"My Own Prison","Creed"
9165,"My Prayer","The Platters"
9166,"My Sacrifice","Creed"
9167,"My Sharona","The Knack"
9168,"My Sweet Lord","George Harrison"
9169,"My Way","Frank Sinatra"
9170,"Name","Goo Goo Dolls"
9171,"Near You Always","Jewel"
9172,"Need A Little Taste Of Love","Doobie Brothers"
9173,"Needles And Pins","The Searchers"
9174,"Nevada Fighter","Michael Nesmith"
9175,"Never Can Say Goodbye","Jackson 5"
9176,"Never Let You Go","Third Eye Blind"
9177,"Never Thought","Dan Hill"
9178,"Never Too Much","Luther Vandross"
9179,"New Girl In School","Jan & Dean"
9180,"New Kid In Town","Eagles"
9181,"New York New York","Frank Sinatra"
9182,"New York State Of Mind","Billy Joel"
9183,"Next Door To Angel","Neil Sedaka"
9184,"Nice To Be With You","Gallery"
9185,"Nice To Know You","Incubus"
9186,"Night And Day","Sergio Mendez"
9187,"Night Time Magic","Larry Gatlin"
9188,"Nights In White Satin","Moody Blues"
9189,"Nikita","Elton John"
9190,"No Fool No More","En Vogue"
9191,"No More Lonely Nights","Paul Mccartney"
9192,"No Regrets","Billie Holiday"
9193,"No Son Of Mine","Genesis"
9194,"No Way Out","Jefferson Starship"
9195,"No Woman No Cry","Bob Marley"
9196,"Nobody Does It Better","Carly Simon"
9197,"Nobody Not Really","Alicia Keys"
9198,"North To Alaska","Johnny Horton"
9199,"Norwegian Wood","The Beatles"
9200,"Nothing To Lose","Michael Learns To Rock"
9201,"Nothing's Gonna Change My Love","Glenn Madeiros"
9202,"Notorious","Duran Duran"
9203,"Now And Forever","Richard Marx"
9225,"Ob-la-di Ob-la-da","The Beatles"
9226,"Ocean Of Love","Michael Learns To Rock"
9230,"Off On Your Own Girl","Al B. Sure"
9232,"Oh Boy","Buddy Holly"
9234,"Oh Carol","Neil Sedaka"
9243,"Oh My Love","John Lennon"
9257,"On Bended Knees","Boyz Ii Men"
9259,"On Broadway","George Benson"
9260,"On Green Dolphin Street","Nancy Wilson"
9266,"Once More With Feeling","Jerry Lee Lewis"
9267,"Once There Was A Love","Jose Feliciano"
9268,"One Day In Your Life","Michael Jackson"
9269,"One Last Breath","Creed"
9270,"One More Night","Phil Collins"
9271,"One More Try","George Michael"
9272,"One More Try","Timmy T."
9273,"One Of These Days","Doves"
9275,"One Way Or Another","Blondie"
9276,"One Way Ticket","Neil Sedaka"
9279,"Only Sixteen","Dr. Hook"
9280,"Only The Lonely","Roy Orbison"
9281,"Only Time","Enya"
9283,"Only You","The Platters"
9284,"Open Arms","Journey"
9285,"Ordinary World","Duran Duran"
9286,"Orinoco Flow","Enya"
9289,"Out Here On My Own","Irene Cara"
9290,"Out Of My Head","Fastball"
9291,"Out Of The Blue","Michael Learns To Rock"
9296,"Over The Rainbow","Judy Garland"
9299,"Overkill","Men At Work"
9300,"Owner Of A Lonely Heart","Yes"
9301,"P. S. I Love You","The Beatles"
9302,"Paint It, Black","Rolling Stones"
9303,"Paint My Love","Michael Learns To Rock"
9304,"Papa","Paul Anka"
9305,"Papa Don't Preach","Madonna"
9306,"Paper Roses","Marie Osmond"
9307,"Paradise By The Dashboard Light","Meat Loaf"
9308,"Paradise Is Here","Tina Turner"
9309,"Paranoid","Black Sabbath"
9310,"Pardon Me","Incubus"
9312,"Part-time Lover","Stevie Wonder"
9314,"Peg O' My Heart","Three Suns"
9315,"Peggy Sue","Buddy Holly"
9316,"Perfect Day","Lou Reed"
9317,"Perfect Moment","Martine Mccutcheon"
9318,"Perhaps Love","Placido Domingo & John Denver"
9319,"Physical","Olivia Newton John"
9320,"Piano Man","Billy Joel"
9321,"Picture This","Blondie"
9322,"Pictures Of My Life","Jamiroquai"
9324,"Pinball Wizard","The Who"
9325,"Pink Cadillac","Natalie Cole"
9326,"Pistola","Incubus"
9327,"Pleasant Valley Sunday","Monkees"
9328,"Please Don't Go","K. C. & The Sunshine Band"
9329,"Please Don't Go Girl","New Kids On The Block"
9330,"Please Don't Tell Me How The Story Ends","Ronnie Milsap"
9331,"Please Mr. Postman","Carpenters"
9332,"Please Please Me","The Beatles"
9335,"Polk Salad Annie","Elvis Presley"
9338,"Poor Man's Moody Blues","Barclay James Harvest"
9342,"Prelude To A Kiss","Nancy Wilson"
9344,"Pretty Woman","Roy Orbison"
9345,"Priceless","Incubus"
9346,"Private Dancer","Tina Turner"
9348,"Proud Mary","C. C. R."
9349,"Puff The Magic Dragon","Peter, Paul & Mary"
9350,"Puppy Love","Paul Anka"
9351,"Purple Rain","Prince"
9352,"Put It Off Until Tomorrow","Dolly Parton"
9353,"Put Your Head On My Shoulder","Paul Anka"
9354,"Queen Of Hearts","Juice Newton"
9355,"Queen Of The Broken Hearts","Loverboy"
9356,"Radio Ga Ga","Queen"
9357,"Rain And Tears","Aphrodite's Child"
9358,"Rain King","Counting Crows"
9359,"Rainbow Connection","Dana Vallery"
9360,"Raindrops Keep Falling On My Head","B. J. Thomas"
9361,"Rainy Days And Mondays","Carpenters"
9362,"Rainy Night In Georgia","Brook Benton"
9363,"Raised On Rock","Elvis Presley"
9365,"Rambling Rose","Nat King Cole"
9366,"Reach Out I'll Be There","Michael Bolton"
9367,"Ready To Take A Chance Again","Barry Manilow"
9368,"Real Real Real","Jesus Jones"
9369,"Reality","Richard Sanderson"
9370,"Reason To Be","Kansas"
9371,"Rebel Yell","Billy Idol"
9372,"Red Red Wine","Ub 40"
9373,"Reelin' In The Years","Steely Dan"
9374,"Release Me","Engelbert Humperdinck"
9375,"Release Me","Wilson Phillips"
9377,"Rescue Me","Fontella Bass"
9381,"Rhythm Of The Rain","The Cascades"
9382,"Ride Your Pony","Lee Dorsey"
9384,"Right Here Right Now","Jesus Jones"
9385,"Right Here Waiting","Richard Marx"
9386,"Right Kind Of Wrong","Leann Rimes"
9387,"Right Now","Al B. Sure"
9388,"Right Or Wrong","Wanda Jackson"
9390,"Rio","Duran Duran"
9391,"Rivers Of Babylon","Boney M."
9392,"Roam","B-52's"
9398,"Rock 'n' Roll Is King","Electric Light Orchestra"
9395,"Rock And Roll Lullaby","B. J. Thomas"
9396,"Rock And Roll Music","Chuck Berry"
9402,"Rock'n Roll","Led Zeppelin"
9401,"Rockin' Robin","Jackson 5"
9403,"Rocky Mountain Music","Eddie Rabbitt"
9404,"Roll On","Alabama"
9405,"Rosanna","Toto"
9406,"Rose Garden","Lynn Anderson"
9407,"Round Here","Counting Crows"
9408,"Roundabout","Jon Anderson"
9409,"Roxanne","Police"
9410,"Ruby","Ray Charles"
9411,"Rudolph The Rednosed Reindeer","Christmas Carol"
9412,"Run 2 U","Jewel"
9413,"Run To You","Whitney Houston"
9414,"Runaway","Del Shannon"
9415,"Runaway","Janet Jackson"
9416,"Rush Rush","Paula Abdul"
9417,"Sacrifice","Elton John"
9418,"Sad Cafe","Eagles"
9419,"Sailing","Rod Stewart"
9420,"Salvation","Roxette"
9421,"San Francisco","Scott Mckenzie"
9422,"Santa Claus Is Comin' To Town","Christmas Carol"
9423,"Saturday Night","Bay City Rollers"
9424,"Save Me","Queen"
9425,"Save The Best For Last","Vanessa Williams"
9426,"Save The Last Dance For Me","Michael Buble"
9427,"Save Up All Your Tears","Cher"
9428,"Saving All My Love For You","Whitney Houston"
9429,"Saving Forever For You","Shanice"
9430,"Say What You Want","Texas"
9431,"Say You Love Me","Simply Red"
9432,"Say You Say Me","Lionel Richie"
9433,"Scarborough Fair","Paul Simon"
9434,"School Days","Beach Boys"
9435,"Sea Of Heartbreak","Poco"
9436,"Sea Of Love","Honeydrppers"
9437,"Sealed With A Kiss","Brian Hyland"
9438,"Seasons Change","Expose"
9439,"Second Nature","Dan Hartman"
9440,"Secret Love","Doris Day"
9441,"See You Later Alligator","Bill Haley"
9442,"Self Control","Laura Branigan"
9443,"Send A Little Love My Way","Anne Murray"
9444,"Senorita","Los Lonely Boys"
9445,"Sentimental Journey","Bing Crosby"
9446,"Separate Ways","Elvis Presley"
9447,"Separate Ways","Journey"
9448,"September","Earth, Wind & Fire"
9449,"September Morn","Neil Diamond"
9450,"Set The Night To Music","Starship"
9451,"Sexual Healing","Marvin Gaye"
9452,"Sexy Eyes","Dr. Hook"
9453,"Shackles (praise You)","Mary Mary"
9454,"Shadows Of Salford","Doves"
9456,"Shape Of My Heart","Sting"
9457,"Sharing The Night Together","Dr. Hook"
9458,"Sharing You","Bobby Vee"
9459,"She Bop","Cyndi Lauper"
9460,"She Works Hard For The Money","Donna Summer"
9462,"She's A Lady","Richard Sanderson"
9463,"She's Always A Woman","Billy Joel"
9464,"She's Coming Back To Say Goodbye","Eddie Rabbitt"
9465,"She's Gone","Black Sabbath"
9466,"She's Gone","Steel Heart"
9467,"She's Like The Wind","Patrick Swayze"
9468,"She's Single Again","Janie Fricke"
9461,"Sherry","4 Seasons"
9469,"Shine","Hilary Duff"
9470,"Shining Star","Earth, Wind & Fire"
9471,"Shout","Tears For Fears"
9472,"Show And Tell","Al Wilson"
9473,"Shower Me With Your Love","Surface"
9474,"Shut Up And Kiss Me","Mary Chapin Carpenter"
9475,"Silent Lucidity","Queensryche"
9476,"Silly Love Songs","Paul Mccartney"
9477,"Silver Moon","Michael Nesmith"
9478,"Silver Stallion","Highwayman"
9479,"Since I Don't Have You","Guns N' Roses"
9480,"Singing In The Rain","Gene Kelly"
9481,"Singing My Song","Tammy Wynette"
9482,"Sir Duke","Stevie Wonder"
9483,"Sitting In A Dream","Deep Purple"
9484,"Sky Starts Falling","Doves"
9485,"Sledge Hammer","Peter Gabriel"
9489,"Sleeping Child","Michael Learns To Rock"
9492,"Sleeping In My Car","Roxette"
9493,"Sloop John B","Beach Boys"
9494,"Slow Down","Alicia Keys"
9496,"Smells Like Teen Spirit","Nirvana"
9497,"Smile Again","Newton Family"
9498,"Smoke On The Water","Deep Purple"
9499,"Smooth Operator","Sade"
9500,"Snowbird","Anne Murray"
9501,"Snowden","Doves"
9503,"So Far Away","Carole King"
9504,"So Fine","Mario Winnans"
9505,"So Long Dixie","Blood, Sweat & Tears"
9506,"So Much In Love","All-4-one"
9510,"Soldier Of Fortune","Deep Purple"
9517,"Some Folks","Alice Cooper"
9518,"Some Good Things Never Last","Barry Manilow"
9519,"Some People","Fra Lippo Lippi"
9520,"Somebody","Depeche Mode"
9521,"Somebody To Love","Queen"
9522,"Somebody's Somebody","Christina Aguilera"
9523,"Someday","Mariah Carey"
9524,"Someday","Michael Learns To Rock"
9525,"Someday I'm Coming Back","Lisa Stansfield"
9526,"Someday Soon","Doves"
9527,"Someday We'll Be Together","Supremes"
9528,"Someone Loves You Honey","Charley Pride"
9529,"Something","The Beatles"
9530,"Something Beautiful Remains","Tina Turner"
9531,"Something In The Way She Moves","James Taylor"
9532,"Something Of A Dreamer","Mary Chapin Carpenter"
9533,"Something Right","Michael Learns To Rock"
9534,"Something's Burning","Kenny Rogers"
9535,"Sometimes When We Touch","Dan Hill"
9536,"Somewhere Down The Road","Barry Manilow"
9537,"Somewhere In The Night","Barry Manilow"
9538,"Son Of A Rotten Gambler","Anne Murray"
9539,"Song 2","Blur"
9544,"Song Sung Blue","Neil Diamond"
9547,"Soon","Leann Rimes"
9548,"Sooner Or Later","The Grass Roots"
9549,"Sorry Seems To Be The Hardest Word","Elton John"
9550,"Soul & Inspiration","Righteous Brothers"
9551,"Space Oddity","David Bowie"
9552,"Spaceman","Harry Nilsson"
9558,"Spring Summer Winter & Fall","Aphrodite's Child"
9560,"Stairway To Heaven","Led Zeppelin"
9561,"Stand By Your Man","Tammy Wynette"
9562,"Stand Up","Ludacris"
9564,"Stardust","Nat King Cole"
9565,"Stars","Simply Red"
9568,"Start Me Up","Rolling Stones"
9570,"Statues Without Hearts","Larry Gatlin"
9571,"Stay The Same","Joey Mcintyre"
9572,"Staying Alive","Bee Gees"
9575,"Step By Step","New Kids On The Block"
9577,"Still Got The Blues","Gary Moore"
9578,"Still Loving You","Scorpions"
9579,"Stoned Soul Picnic","5th Dimension"
9581,"Stop In The Name Of Love","The Supremes"
9582,"Stop The World","Diana Krall"
9583,"Stormy Monday","Allman Brothers Band"
9584,"Straight Up","Paula Abdul"
9585,"Straighten Up And Fly Right","Nat King Cole"
9586,"Strange Kind Of Woman","Deep Purple"
9587,"Strange Love","Depeche Mode"
9588,"Stranger","Billy Joel"
9589,"Stranger By The Day","Shades Apart"
9592,"Stuck On You","Lionel Richie"
9594,"Stupid Cupid","Mandy Moore"
9595,"Stupid Cupid","Neil Sedaka"
9596,"Suddenly","Billy Ocean"
9597,"Sugar Sugar","Archies"
9598,"Sukiyaki","4 P.m."
9599,"Sultans Of Swing","Dire Straits"
9601,"Summer Holiday","Cliff Richard"
9602,"Summer Nights","Theme From Grease"
9603,"Summer Of '69","Bryan Adams"
9604,"Summertime","Sarah Vaughan"
9606,"Sunday Girl","Blondie"
9607,"Sunny","Boney M."
9608,"Sunshine On My Shoulder","John Denver"
9609,"Superstar","Sweetbox"
9610,"Superstition","Stevie Wonder"
9611,"Surfer Girl","Beach Boys"
9612,"Surfin' Usa","Beach Boys"
9613,"Surrender","Cheap Trick"
9614,"Susie Q","C. C. R."
9615,"Suspicious Minds","Elvis Presley"
9616,"Sussudio","Phil Collins"
9617,"Sweet Baby James","James Taylor"
9618,"Sweet Blindness","5th Dimension"
9619,"Sweet Caroline","Neil Diamond"
9620,"Sweet Dream Woman","Waylon Jennings"
9622,"Sweet Like Chocolate","Shanks N Bigfoot"
9623,"Sweet Little Sixteen","Chuck Berry"
9624,"Sweet Lorraine","Nat King Cole"
9625,"Sweet Love","Anita Baker"
9626,"Sweet Temptation","Jewel"
9627,"Sweetest Sin","Jessica Simpson"
9629,"Sympathy","Rare Bird"
9630,"Take A Bow","Madonna"
9632,"Take Good Care Of My Baby","Bobby Vee"
9633,"Take It Away","The Used"
9634,"Take It Easy","Eagles"
9636,"Take Me Home Country Roads","John Denver"
9637,"Take Me To Your World","Tammy Wynette"
9638,"Take My Breath Away","Berlin"
9639,"Take On Me","A-ha"
9640,"Talking In Your Sleep","Romantics"
9643,"Tarzan Boy","Baltimore"
9644,"Tears In Heaven","Eric Clapton"
9645,"Teenage Dirtbag","Wheatus"
9646,"Telephone","Sheena Easton"
9647,"Telephone Line","Electric Light Orchestra"
9648,"Tell Her About It","Billy Joel"
9649,"Tell Laura I Love Her","Ray Peterson"
9650,"Tell Me A Lie","Sami Jo"
9651,"Temple Of The King","Rainbow"
9652,"Temptation","Everly Brothers"
9653,"Tender Is The Night","Tony Bennett"
9654,"Tennessee Waltz","Patti Page"
9655,"Tequila","The Pretenders"
9656,"That Lady","Isley Brothers"
9657,"That Rock Won't Roll","Restless Heart"
9658,"That's What Friends Are For","Dionne Warwick"
9659,"That's What Love Is All About","Michael Bolton"
9660,"That's Why (you Go Away)","Michael Learns To Rock"
9661,"The Air That I Breathe","The Hollies"
9669,"The Boxer","Simon & Garfunkel"
9677,"The Color Of The Night","Lauren Christy"
9683,"The Death Song","Marilyn Manson"
9684,"The Diary","Neil Sedaka"
9685,"The Distance Between Us","Fra Lippo Lippi"
9688,"The Earth, The Sun, The Rain","Color Me Badd"
9689,"The End Of The World","Skeeter Davis"
9693,"The Final Countdown","Europe"
9694,"The First Time Ever I Saw Your Face","Roberta Flack"
9696,"The Fool On The Hill","The Beatles"
9697,"The Gift Of Love","Bette Midler"
9703,"The Grand Tour","George Jones"
9704,"The Great Pretender","The Platters"
9706,"The Guitar Man","Bread"
9707,"The Hardest Thing","98 Degrees"
9712,"The Heart Of Rock And Roll","Huey Lewis"
9715,"The Hounds Of Winter","Sting"
9718,"The House Of The Rising Sun","The Animals"
9720,"The Knife","Rockwell"
9721,"The Last Waltz","Engelbert Humperdinck"
9725,"The Locomotion","Kylie Minogue"
9726,"The Logical Song","Supertramp"
9727,"The Long And Winding Road","The Beatles"
9728,"The Longest Day","Paul Anka"
9729,"The Look","Roxette"
9730,"The Look Of Love","Dusty Springfield"
9733,"The Love She Found In Me","Michael Johnson"
9737,"The Monkees T. V. Theme","Monkees"
9738,"The Most Beautiful Girl","Charlie Rich"
9739,"The New Wild West","Jewel"
9744,"The One","Elton John"
9747,"The Pleasure Principle","Janet Jackson"
9749,"The Power Of Love","Celine Dion"
9750,"The Power Of Love","Huey Lewis"
9752,"The Reflex","Duran Duran"
9753,"The Right Stuff","New Kids On The Block"
9754,"The River Of Dreams","Billy Joel"
9756,"The Rock Show","Blink 182"
9757,"The Rose","Bette Midler"
9760,"The Second Time Around","Frank Sinatra"
9761,"The Sentinel","Judas Priest"
9762,"The Show Must Go On","Queen"
9765,"The Sound Of Silence","Simon & Garfunkel"
9776,"The Way We Were","Barbra Streisand"
9779,"The Young Ones","Cliff Richard"
9783,"There You'll Be","Faith Hill"
9784,"There's A Kind Of Hush","Herman's Hermits"
9786,"These Are The Special Times","Celine Dion"
9789,"Think Twice","Brook Benton"
9790,"This Door Swings Both Ways","Herman's Hermits"
9791,"This Golden Ring","The Fortunes"
9792,"This Is My Night","Chaka Khan"
9793,"This Masquerade","Carpenters"
9794,"This Old Heart Of Mine","Isley Brothers"
9797,"Those Were The Days","Mary Hopkins"
9801,"Three Times A Lady","Commodores"
9802,"Thriller","Michael Jackson"
9803,"Throb","Janet Jackson"
9804,"Throwing It All Away","Genesis"
9808,"Ticket To The Tropics","Gerard Joling"
9809,"Tie A Yellow Ribbon Round The Ole Oak Tree","Tony Orlando & Dawn"
9810,"Till","Tom Jones"
9811,"Time","Alan Parsons Project"
9812,"Time (clock Of The Heart)","Culture Club"
9813,"Time In A Bottle","Jim Croce"
9814,"Time Is On My Side","Rolling Stones"
9815,"Time Won't Let Me","Outsiders"
9816,"Times Of Your Life","Paul Anka"
9821,"To All The Girls I've Loved Before","Julio Iglesias & Willie Nelson"
9822,"To Be With You","Mr. Big"
9823,"To Sir With Love","Lulu"
9824,"Toes","Norah Jones"
9825,"Together Again","Janet Jackson"
9827,"Tonight","Elton John"
9828,"Tonight I Celebrate My Love","P. Bryson & R. Flack"
9829,"Too Busy Thinking About My Baby","Marvin Gaye"
9830,"Too Cold At Home","Mark Chesnutt"
9831,"Too Far Gone","Emmylou Harris"
9832,"Too Gone, Too Long","En Vogue"
9834,"Too Many Rivers","Brenda Lee"
9835,"Too Many Walls","Cathy Dennis"
9836,"Too Much Time On My Hands","Styx"
9837,"Top Of The World","Carpenters"
9839,"Total Eclipse Of The Heart","Bonnie Tyler"
9840,"Touch And Go","Al Wilson"
9841,"Touch By Touch","Joy"
9842,"Touch Me In The Morning","Diana Ross"
9846,"Treat Me Right","Pat Benatar"
9847,"Trouble","Pink"
9849,"True Love Ways","Cliff Richard"
9850,"Try A Little Kindness","Glen Campbell"
